2,-1,947.02,29.24,42.10,122.65,0.09
2,-1,825.32,15.60,20.73,52.98,0.09
2,-1,685.43,231.35,81.01,234.18,0.08
2,-1,682.00,59.71,38.51,86.36,0.08
2,-1,703.88,61.70,46.67,91.71,0.08
2,-1,488.41,504.28,42.22,93.60,0.06
2,-1,725.00,5.42,24.65,63.23,0.06
3,-1,688.45,67.34,60.92,142.40,1.00
3,-1,946.48,30.01,44.52,120.10,0.95
3,-1,694.09,229.83,73.33,220.05,0.89
3,-1,1097.92,303.63,102.12,208.62,0.85
3,-1,723.92,2.36,27.91,67.94,0.84
3,-1,867.36,1.91,29.72,76.56,0.74
3,-1,823.53,5.35,26.39,60.59,0.29
3,-1,488.22,506.53,40.42,85.16,0.25
3,-1,960.29,4.49,41.45,81.86,0.17
3,-1,1202.79,366.97,45.19,77.85,0.16
3,-1,948.74,23.74,50.72,125.61,0.15
3,-1,922.08,2.67,39.21,86.55,0.14
3,-1,991.99,2.71,29.64,97.42,0.14
3,-1,724.49,17.29,19.31,55.74,0.14
3,-1,1092.13,299.86,105.73,162.33,0.13
3,-1,693.95,66.62,49.89,139.59,0.10
3,-1,694.59,230.39,72.91,176.10,0.10
3,-1,193.75,60.75,33.70,86.39,0.08
3,-1,968.07,2.30,56.58,103.86,0.08
3,-1,922.15,13.08,43.75,132.25,0.08
3,-1,681.95,62.66,38.79,81.32,0.07
3,-1,933.16,0.88,83.82,89.09,0.07
3,-1,973.18,10.72,31.79,128.79,0.07
3,-1,821.80,18.42,23.18,54.64,0.07
3,-1,727.37,2.03,25.55,67.69,0.06
3,-1,828.85,2.98,23.66,58.36,0.05
3,-1,866.81,2.91,32.30,79.13,0.05
3,-1,494.16,513.02,36.37,82.12,0.05
3,-1,665.23,241.20,98.37,324.49,0.05
4,-1,688.67,69.31,61.45,140.34,1.00
4,-1,944.10,28.01,49.14,123.41,0.96
4,-1,695.52,229.75,73.59,219.58,0.95
4,-1,1095.94,298.78,102.72,195.50,0.91
4,-1,723.21,2.07,27.97,66.04,0.80
4,-1,866.56,1.57,31.62,76.62,0.77
4,-1,821.65,2.45,30.66,65.08,0.38
4,-1,724.15,20.11,18.05,52.62,0.32
4,-1,1202.96,374.91,44.89,74.12,0.22
4,-1,487.84,505.84,41.72,84.88,0.18
4,-1,961.51,1.95,41.06,95.86,0.17
4,-1,811.94,5.06,30.13,63.86,0.17
4,-1,945.75,20.00,54.17,129.33,0.15
4,-1,923.72,2.65,31.38,82.21,0.14
4,-1,1096.90,296.70,99.96,135.06,0.13
4,-1,991.65,3.00,30.40,107.86,0.11
4,-1,683.81,65.87,34.51,68.82,0.11
4,-1,692.86,68.96,54.42,138.46,0.10
4,-1,936.63,0.97,79.94,91.71,0.08
4,-1,194.00,58.06,33.47,88.97,0.08
4,-1,689.05,229.31,79.94,245.09,0.08
4,-1,724.39,1.73,25.72,63.38,0.07
4,-1,827.61,8.49,23.13,59.26,0.06
4,-1,946.81,11.32,41.37,88.05,0.06
4,-1,817.64,1.93,22.24,58.84,0.06
4,-1,1173.50,274.74,24.50,47.00,0.05
4,-1,866.31,2.47,33.06,80.50,0.05
4,-1,1141.02,291.40,67.40,125.60,0.05
5,-1,688.93,70.07,61.81,140.32,1.00
5,-1,695.36,229.41,74.29,218.01,0.98
5,-1,944.51,28.45,48.25,122.17,0.97
5,-1,720.65,1.86,29.84,68.49,0.87
5,-1,1091.11,296.13,111.16,173.88,0.86
5,-1,866.92,1.88,30.38,75.17,0.81
5,-1,821.95,2.57,28.69,66.72,0.28
5,-1,810.65,3.73,31.23,66.40,0.20
5,-1,962.29,2.70,40.50,98.48,0.18
5,-1,490.34,512.75,38.20,76.41,0.12
5,-1,946.79,23.45,54.49,124.72,0.12
5,-1,921.93,2.38,40.19,85.78,0.12
5,-1,992.76,2.04,30.02,107.14,0.11
5,-1,1084.92,294.73,116.98,209.61,0.10
5,-1,693.63,69.67,53.95,140.75,0.09
5,-1,735.17,0.66,18.23,68.04,0.09
5,-1,1202.67,370.49,44.66,73.89,0.08
5,-1,722.57,7.98,21.13,64.58,0.08
5,-1,826.27,21.04,20.42,50.92,0.08
5,-1,937.35,0.65,80.37,88.80,0.08
5,-1,193.86,58.99,33.56,88.58,0.07
5,-1,681.13,67.87,34.03,69.53,0.07
5,-1,1124.13,290.56,78.78,130.85,0.07
5,-1,946.91,10.77,40.88,91.99,0.07
5,-1,971.87,9.55,36.64,128.85,0.07
5,-1,866.67,3.07,32.41,78.25,0.06
5,-1,692.47,229.63,76.53,224.17,0.05
5,-1,827.88,2.33,24.73,60.71,0.05
6,-1,688.07,69.89,63.67,142.81,1.00
6,-1,695.11,229.35,75.83,220.07,0.98
6,-1,944.05,27.59,49.53,123.73,0.97
6,-1,721.05,2.45,30.22,66.91,0.82
6,-1,867.26,1.87,29.77,75.34,0.81
6,-1,821.08,3.13,29.87,66.65,0.34
6,-1,1091.17,295.70,107.04,173.17,0.32
6,-1,809.33,3.67,31.47,68.07,0.27
6,-1,961.88,2.69,39.81,99.96,0.17
6,-1,922.58,3.47,26.54,88.54,0.17
6,-1,945.38,21.24,53.64,127.87,0.14
6,-1,490.81,512.46,37.59,76.59,0.12
6,-1,723.00,9.32,20.65,63.09,0.11
6,-1,735.24,1.00,19.21,68.64,0.10
6,-1,921.39,4.13,41.69,113.63,0.09
6,-1,991.68,2.02,30.21,112.75,0.09
6,-1,692.39,69.71,56.26,143.28,0.09
6,-1,682.68,66.45,33.56,70.19,0.08
6,-1,826.96,8.07,24.96,60.77,0.08
6,-1,688.37,228.09,80.76,237.95,0.08
6,-1,938.21,1.01,78.34,92.81,0.08
6,-1,865.53,3.08,32.70,78.04,0.08
6,-1,944.95,12.15,47.40,75.82,0.07
6,-1,1087.21,297.19,118.43,195.47,0.06
6,-1,1207.27,371.00,41.35,72.63,0.05
7,-1,687.78,69.64,63.29,143.79,1.00
7,-1,694.76,229.69,76.22,218.30,0.98
7,-1,945.38,29.92,47.03,121.43,0.96
7,-1,866.99,1.85,29.83,74.99,0.83
7,-1,719.04,1.78,32.14,68.64,0.82
7,-1,819.86,2.58,30.27,66.59,0.40
7,-1,960.88,2.45,39.46,97.18,0.19
7,-1,489.26,508.68,39.45,81.79,0.15
7,-1,922.94,3.40,25.90,88.70,0.14
7,-1,945.67,24.22,52.15,124.20,0.13
7,-1,815.00,3.49,26.83,66.77,0.11
7,-1,832.68,11.23,20.35,60.58,0.11
7,-1,721.42,3.10,25.95,67.49,0.10
7,-1,936.96,1.09,77.77,93.98,0.09
7,-1,865.61,3.33,32.51,77.46,0.08
7,-1,921.18,3.90,42.82,112.97,0.07
7,-1,991.48,7.05,29.05,104.78,0.07
7,-1,735.57,1.37,19.75,68.90,0.07
7,-1,690.38,70.30,58.91,142.07,0.07
7,-1,687.42,227.94,81.12,236.17,0.07
7,-1,194.08,57.27,33.46,90.11,0.06
7,-1,680.10,62.74,38.10,81.20,0.05
8,-1,688.28,71.31,62.89,142.40,1.00
8,-1,696.36,230.80,75.06,215.09,0.98
8,-1,946.13,31.93,45.11,114.23,0.94
8,-1,717.19,1.53,33.67,69.26,0.88
8,-1,866.77,1.90,30.24,74.32,0.87
8,-1,818.90,1.91,26.60,65.49,0.54
8,-1,922.83,2.62,31.42,84.44,0.19
8,-1,949.52,7.94,45.80,91.13,0.18
8,-1,829.96,7.61,23.39,62.09,0.13
8,-1,933.88,6.12,78.29,128.45,0.12
8,-1,720.17,2.89,27.19,68.04,0.12
8,-1,814.48,3.32,27.00,68.01,0.09
8,-1,947.08,30.00,46.85,119.58,0.09
8,-1,489.49,511.82,38.94,79.65,0.09
8,-1,865.97,3.81,33.64,76.21,0.08
8,-1,991.67,7.59,29.18,104.35,0.08
8,-1,691.21,72.56,58.25,140.64,0.08
8,-1,689.89,230.35,79.46,231.28,0.07
8,-1,963.77,2.43,38.16,101.70,0.06
9,-1,687.96,71.83,63.29,143.13,0.99
9,-1,695.73,232.50,75.95,214.08,0.98
9,-1,945.99,30.49,45.43,117.77,0.95
9,-1,717.61,2.20,30.80,68.53,0.88
9,-1,866.42,2.48,30.06,74.58,0.79
9,-1,818.62,2.37,25.14,63.40,0.35
9,-1,826.27,8.68,24.30,60.11,0.19
9,-1,961.82,2.91,37.52,96.63,0.19
9,-1,922.57,2.70,32.00,83.36,0.16
9,-1,946.79,24.40,49.94,121.73,0.13
9,-1,720.03,3.64,26.00,67.05,0.12
9,-1,488.87,509.85,39.96,82.98,0.12
9,-1,810.11,15.01,29.21,65.15,0.10
9,-1,945.68,11.37,44.65,76.24,0.10
9,-1,937.42,1.12,77.88,93.59,0.09
9,-1,991.78,8.94,29.19,98.47,0.08
9,-1,691.10,72.57,58.25,141.90,0.08
9,-1,679.42,64.43,38.73,82.81,0.07
9,-1,865.94,3.55,28.57,74.39,0.07
9,-1,925.69,13.83,32.55,115.97,0.06
9,-1,687.62,238.20,83.28,226.44,0.06
9,-1,1212.29,128.85,48.11,141.00,0.05
10,-1,687.26,72.39,63.15,143.01,0.99
10,-1,697.44,236.66,72.67,208.04,0.98
10,-1,946.40,31.80,44.70,115.21,0.90
10,-1,717.01,1.39,31.14,68.69,0.89
10,-1,866.62,2.67,27.64,74.58,0.66
10,-1,818.88,1.61,27.40,65.01,0.38
10,-1,1089.87,308.20,90.58,181.11,0.16
10,-1,952.00,8.50,43.99,86.41,0.14
10,-1,922.84,3.88,35.69,88.33,0.14
10,-1,946.62,21.34,50.45,123.54,0.13
10,-1,488.75,509.92,40.05,82.98,0.12
10,-1,719.28,1.99,26.71,67.97,0.11
10,-1,990.67,0.96,31.30,87.07,0.11
10,-1,679.04,66.60,38.76,81.36,0.10
10,-1,829.43,3.17,24.04,62.07,0.10
10,-1,965.64,1.30,54.69,101.93,0.10
10,-1,819.07,17.04,23.32,56.45,0.09
10,-1,690.99,71.62,55.26,141.47,0.08
10,-1,691.96,236.79,76.89,219.41,0.07
10,-1,929.66,0.56,82.34,86.72,0.06
10,-1,930.41,4.47,53.42,122.43,0.06
10,-1,865.88,4.57,26.54,72.23,0.06
10,-1,1025.16,76.91,23.03,66.89,0.06
10,-1,738.47,1.96,16.92,68.59,0.05
11,-1,681.63,70.96,69.62,144.86,0.99
11,-1,697.39,240.13,72.71,212.01,0.98
11,-1,946.10,26.70,46.37,122.27,0.90
11,-1,720.07,2.91,27.20,66.91,0.74
11,-1,866.04,1.83,27.74,71.18,0.71
11,-1,1089.85,301.76,92.92,172.86,0.60
11,-1,819.51,1.10,28.93,64.35,0.53
11,-1,1110.47,298.45,76.40,114.91,0.18
11,-1,922.80,3.78,37.12,89.60,0.15
11,-1,952.64,3.65,59.71,122.22,0.14
11,-1,985.04,1.01,39.07,109.54,0.13
11,-1,489.36,510.60,39.27,82.28,0.10
11,-1,947.32,19.01,42.82,123.70,0.10
11,-1,677.77,67.27,41.01,82.07,0.10
11,-1,963.76,2.13,38.26,92.02,0.09
11,-1,817.87,3.33,24.38,65.89,0.08
11,-1,823.98,0.99,27.72,59.40,0.06
11,-1,725.28,3.24,24.52,66.91,0.06
11,-1,692.50,239.64,75.89,218.51,0.06
11,-1,963.59,33.64,36.31,110.38,0.06
11,-1,868.22,2.43,27.28,68.57,0.06
11,-1,683.68,70.00,65.89,147.62,0.06
11,-1,947.37,7.33,38.04,85.96,0.06
11,-1,1098.46,314.40,79.88,177.16,0.05
12,-1,681.71,70.47,69.63,148.40,0.99
12,-1,697.10,239.14,72.43,205.90,0.97
12,-1,946.69,23.10,46.52,124.54,0.88
12,-1,719.06,3.37,28.69,67.29,0.80
12,-1,865.67,1.88,28.05,67.58,0.70
12,-1,820.17,1.47,26.61,65.27,0.48
12,-1,1093.61,305.26,74.48,180.59,0.36
12,-1,944.83,11.40,58.96,135.14,0.17
12,-1,489.37,509.96,39.38,82.00,0.11
12,-1,965.48,3.82,35.80,111.83,0.11
12,-1,988.38,0.68,35.74,112.58,0.11
12,-1,676.84,67.47,38.83,81.32,0.10
12,-1,824.17,1.65,27.39,64.24,0.09
12,-1,1100.30,295.87,76.23,114.30,0.08
12,-1,925.39,6.10,33.83,116.92,0.08
12,-1,691.27,239.46,76.98,219.01,0.07
12,-1,722.89,3.65,26.60,67.32,0.07
12,-1,818.08,1.99,22.08,65.18,0.06
12,-1,867.21,4.23,28.11,65.76,0.06
12,-1,1025.09,77.71,22.77,65.25,0.05
12,-1,879.36,3.95,20.67,65.70,0.05
13,-1,682.34,69.75,69.01,149.65,0.99
13,-1,697.18,241.11,72.26,209.40,0.97
13,-1,718.94,2.71,29.60,68.62,0.88
13,-1,946.72,14.80,54.95,131.63,0.82
13,-1,820.21,5.21,26.14,59.27,0.58
13,-1,866.64,2.88,28.45,63.31,0.54
13,-1,944.23,7.02,70.32,137.04,0.19
13,-1,1206.98,359.65,40.71,82.55,0.17
13,-1,1102.03,320.57,63.87,168.72,0.15
13,-1,971.03,0.60,49.28,111.51,0.13
13,-1,989.55,0.41,31.76,87.35,0.10
13,-1,948.58,25.28,42.13,118.78,0.09
13,-1,819.88,6.85,22.79,59.93,0.09
13,-1,925.35,3.51,31.79,81.92,0.08
13,-1,1153.13,335.44,28.33,57.66,0.07
13,-1,687.32,69.39,58.93,145.30,0.06
13,-1,1048.09,149.52,30.75,91.54,0.06
13,-1,493.29,516.99,35.79,73.70,0.06
13,-1,677.43,62.29,44.16,87.18,0.06
13,-1,1113.13,293.78,59.28,129.21,0.06
13,-1,959.94,3.93,47.06,77.75,0.06
13,-1,719.71,1.77,26.79,67.48,0.05
14,-1,681.04,71.50,69.98,146.82,1.00
14,-1,696.76,240.17,73.35,217.03,0.97
14,-1,718.19,2.31,30.30,69.43,0.91
14,-1,942.06,4.40,72.13,140.00,0.90
14,-1,818.51,2.56,29.41,61.87,0.66
14,-1,866.45,2.58,28.04,65.94,0.53
14,-1,946.49,13.98,54.42,129.25,0.18
14,-1,819.14,7.60,23.89,60.35,0.12
14,-1,1105.28,320.48,60.34,163.11,0.12
14,-1,1205.95,359.81,40.93,79.32,0.11
14,-1,991.10,1.04,30.27,120.98,0.07
14,-1,926.56,6.02,31.46,117.13,0.07
14,-1,685.26,70.49,61.26,144.65,0.07
14,-1,719.18,2.14,28.51,69.39,0.06
14,-1,493.59,517.91,35.56,71.83,0.05
14,-1,677.76,67.61,38.04,81.03,0.05
15,-1,681.19,71.45,69.77,147.58,1.00
15,-1,695.74,240.76,74.84,217.43,0.98
15,-1,716.11,1.33,33.37,70.92,0.91
15,-1,942.55,5.96,70.48,139.99,0.86
15,-1,864.57,1.96,29.55,66.57,0.81
15,-1,818.00,2.78,28.59,64.33,0.47
15,-1,1090.84,302.89,79.76,181.35,0.20
15,-1,946.71,17.73,52.31,126.03,0.18
15,-1,878.09,3.81,19.95,65.36,0.15
15,-1,924.69,3.51,33.97,113.50,0.13
15,-1,194.56,40.64,34.41,106.80,0.12
15,-1,991.06,1.80,31.02,124.06,0.10
15,-1,818.07,5.86,23.94,64.11,0.08
15,-1,1207.27,356.76,40.79,83.92,0.07
15,-1,1048.25,151.16,30.62,93.04,0.06
15,-1,687.26,70.27,57.40,144.00,0.06
15,-1,717.39,0.91,31.33,71.24,0.06
15,-1,864.00,1.37,27.91,67.41,0.06
16,-1,679.90,71.93,71.65,148.22,1.00
16,-1,695.68,241.53,75.10,216.40,0.97
16,-1,717.12,0.96,30.52,71.98,0.88
16,-1,944.12,5.10,68.87,141.88,0.83
16,-1,865.01,1.84,29.58,68.36,0.78
16,-1,818.08,2.64,26.98,62.99,0.47
16,-1,1087.22,308.43,79.27,179.29,0.23
16,-1,947.08,19.29,49.22,124.77,0.20
16,-1,926.70,5.23,30.75,119.57,0.10
16,-1,991.32,1.58,30.21,122.09,0.09
16,-1,868.62,2.42,27.68,65.83,0.08
16,-1,818.36,5.06,23.98,65.24,0.07
16,-1,714.95,1.52,34.27,71.31,0.07
16,-1,194.79,37.86,34.29,110.24,0.07
16,-1,493.97,515.98,35.99,77.07,0.06
16,-1,954.64,4.53,67.16,143.68,0.05
16,-1,1048.73,151.54,31.24,90.41,0.05
17,-1,680.38,74.10,71.35,146.01,1.00
17,-1,694.42,240.24,76.71,224.20,0.98
17,-1,716.34,2.74,31.13,70.96,0.90
17,-1,863.51,1.33,31.12,69.25,0.82
17,-1,941.90,4.74,74.40,142.08,0.80
17,-1,817.08,2.86,29.44,64.77,0.44
17,-1,1087.29,303.31,88.01,179.23,0.23
17,-1,946.54,21.65,46.96,121.57,0.18
17,-1,490.71,509.98,38.51,76.65,0.10
17,-1,991.53,1.74,30.19,124.11,0.08
17,-1,926.04,4.82,32.22,116.17,0.08
17,-1,719.17,5.14,31.02,68.76,0.08
17,-1,874.55,2.79,23.50,67.65,0.07
17,-1,817.98,4.99,24.92,65.50,0.07
17,-1,738.58,4.74,15.99,70.05,0.06
17,-1,194.32,36.03,34.72,112.12,0.06
17,-1,935.68,2.27,82.46,140.60,0.06
17,-1,1207.63,359.35,40.66,79.67,0.05
18,-1,680.65,75.01,71.12,146.34,1.00
18,-1,694.25,241.33,77.36,222.74,0.98
18,-1,717.37,2.86,29.45,70.35,0.92
18,-1,939.41,2.82,79.40,142.85,0.88
18,-1,863.69,1.28,29.36,68.61,0.82
18,-1,1080.25,277.01,96.51,202.29,0.82
18,-1,816.96,2.33,28.46,66.42,0.48
18,-1,490.58,509.49,38.93,77.99,0.13
18,-1,1082.37,272.40,85.17,170.84,0.10
18,-1,926.18,4.97,32.08,116.21,0.10
18,-1,719.18,4.49,26.79,68.38,0.09
18,-1,877.80,5.56,20.44,64.10,0.08
18,-1,991.77,3.22,30.22,123.61,0.08
18,-1,817.92,3.81,24.42,67.18,0.07
18,-1,947.42,25.39,39.34,116.53,0.07
18,-1,1206.28,359.49,42.20,80.79,0.06
18,-1,738.81,4.91,15.82,69.40,0.06
18,-1,862.47,1.28,31.70,70.98,0.06
18,-1,946.79,1.01,73.01,141.47,0.06
18,-1,485.48,499.67,63.08,123.54,0.06
18,-1,194.09,34.96,34.98,113.29,0.06
19,-1,682.45,76.17,68.26,148.35,1.00
19,-1,694.66,241.54,77.32,223.69,0.97
19,-1,716.94,3.97,30.60,69.26,0.94
19,-1,1078.18,276.40,96.90,202.08,0.90
19,-1,937.18,3.28,81.55,142.52,0.89
19,-1,863.61,1.26,29.67,68.66,0.81
19,-1,816.35,3.56,27.42,65.72,0.56
19,-1,1085.32,268.50,76.91,133.09,0.17
19,-1,491.02,506.47,40.10,87.72,0.17
19,-1,925.58,4.39,31.88,118.43,0.11
19,-1,718.67,5.31,27.53,67.37,0.10
19,-1,991.68,2.08,30.66,130.08,0.10
19,-1,704.31,3.52,20.52,65.38,0.09
19,-1,480.97,496.82,48.95,65.07,0.08
19,-1,679.90,72.47,45.34,77.20,0.08
19,-1,945.89,20.77,45.64,120.39,0.08
19,-1,485.08,499.06,63.26,122.18,0.08
19,-1,865.13,3.06,30.07,68.01,0.07
19,-1,737.40,8.83,17.81,64.26,0.07
19,-1,820.95,3.33,26.92,65.08,0.07
19,-1,1207.48,359.45,41.34,81.48,0.07
19,-1,1076.24,277.29,99.14,189.52,0.06
19,-1,878.69,5.89,20.01,64.08,0.06
19,-1,685.73,76.37,61.11,142.80,0.05
20,-1,680.82,75.76,68.22,149.18,1.00
20,-1,694.48,241.74,78.50,228.34,0.96
20,-1,715.55,2.77,32.57,71.57,0.93
20,-1,940.31,3.32,75.68,141.93,0.88
20,-1,1074.01,276.16,101.33,179.39,0.87
20,-1,862.52,1.42,30.61,68.22,0.82
20,-1,816.94,2.97,26.88,64.77,0.54
20,-1,795.89,1.51,25.82,66.12,0.19
20,-1,1079.35,275.80,96.31,129.42,0.16
20,-1,944.95,18.29,48.17,122.58,0.12
20,-1,490.67,508.71,39.31,78.39,0.12
20,-1,922.80,1.49,28.49,78.57,0.09
20,-1,703.75,3.13,21.87,67.18,0.09
20,-1,1185.93,344.65,63.47,105.48,0.07
20,-1,988.84,3.68,36.27,143.41,0.07
20,-1,485.64,499.08,63.86,125.81,0.07
20,-1,865.41,3.57,30.13,67.25,0.07
20,-1,821.79,2.94,26.14,65.49,0.07
20,-1,879.46,6.29,19.27,62.78,0.06
20,-1,691.53,241.18,80.92,236.48,0.06
20,-1,680.15,73.84,46.69,83.69,0.06
20,-1,714.09,3.38,35.42,71.58,0.05
21,-1,680.33,75.35,68.59,149.93,1.00
21,-1,696.59,243.63,76.43,220.68,0.97
21,-1,716.78,3.22,30.08,70.29,0.90
21,-1,940.88,3.89,76.41,142.29,0.85
21,-1,863.57,1.42,29.83,67.78,0.80
21,-1,1078.91,279.82,94.02,184.64,0.64
21,-1,816.87,2.65,27.13,65.11,0.48
21,-1,1102.17,273.19,71.40,120.98,0.17
21,-1,796.93,1.97,26.28,64.87,0.17
21,-1,945.41,21.98,42.57,119.30,0.17
21,-1,1203.46,363.50,45.04,79.48,0.15
21,-1,922.64,2.02,26.50,81.01,0.11
21,-1,491.08,510.36,38.79,74.99,0.10
21,-1,1153.11,331.63,28.09,62.04,0.09
21,-1,704.75,2.92,21.19,65.74,0.08
21,-1,878.22,2.28,19.31,66.03,0.08
21,-1,985.47,1.65,39.58,144.17,0.07
21,-1,1080.73,281.30,91.38,168.36,0.07
21,-1,714.95,2.42,33.37,70.74,0.07
21,-1,486.82,496.64,63.75,139.22,0.07
21,-1,924.86,5.54,29.87,119.15,0.07
21,-1,864.35,3.86,27.95,66.08,0.07
21,-1,481.26,497.82,51.32,62.47,0.06
21,-1,814.14,3.58,31.46,64.66,0.06
21,-1,679.68,74.24,63.26,143.14,0.05
22,-1,678.89,75.72,70.25,149.70,1.00
22,-1,695.89,245.53,79.32,218.84,0.99
22,-1,715.85,3.98,30.59,69.91,0.90
22,-1,939.35,2.69,78.64,141.98,0.86
22,-1,1079.84,275.16,89.09,162.69,0.82
22,-1,863.23,1.12,30.16,68.24,0.77
22,-1,816.24,1.96,26.98,66.41,0.25
22,-1,944.52,21.82,43.17,119.21,0.18
22,-1,1082.96,275.46,89.95,127.18,0.17
22,-1,1207.54,364.02,41.80,77.50,0.14
22,-1,1085.91,287.28,75.77,196.42,0.14
22,-1,922.37,1.84,26.62,81.39,0.11
22,-1,877.09,5.62,21.02,64.02,0.10
22,-1,983.35,1.04,41.28,142.91,0.10
22,-1,483.35,502.41,46.61,60.39,0.10
22,-1,702.92,4.38,21.82,65.53,0.09
22,-1,494.05,515.80,37.30,75.70,0.08
22,-1,1182.06,345.67,66.45,93.92,0.08
22,-1,484.72,498.82,66.12,129.46,0.07
22,-1,687.49,246.21,86.28,227.09,0.07
22,-1,793.63,1.26,45.28,66.41,0.07
22,-1,862.06,1.03,32.57,70.85,0.06
22,-1,714.20,2.87,33.29,70.62,0.06
22,-1,677.22,76.12,42.00,86.08,0.06
22,-1,194.22,25.61,34.44,122.48,0.06
22,-1,678.03,73.95,63.25,144.55,0.06
22,-1,945.97,1.59,73.02,139.47,0.05
23,-1,679.09,75.36,69.94,150.32,1.00
23,-1,697.45,246.97,78.35,217.50,0.99
23,-1,716.53,4.04,29.94,70.42,0.88
23,-1,939.16,2.43,79.19,141.08,0.82
23,-1,863.42,1.25,30.37,67.80,0.77
23,-1,1081.85,277.42,78.31,196.33,0.58
23,-1,1151.90,331.36,27.05,67.85,0.23
23,-1,944.11,22.64,44.46,116.19,0.18
23,-1,1081.79,275.92,87.77,137.26,0.16
23,-1,922.21,2.31,25.83,77.71,0.13
23,-1,1105.78,352.92,36.10,132.10,0.12
23,-1,1095.32,309.65,56.26,177.92,0.12
23,-1,816.56,3.06,25.69,66.46,0.11
23,-1,1207.88,365.02,41.82,77.69,0.11
23,-1,991.25,1.95,31.09,129.14,0.10
23,-1,676.25,75.99,43.47,87.28,0.10
23,-1,490.29,509.18,40.10,77.02,0.09
23,-1,714.19,2.76,33.50,71.13,0.07
23,-1,485.09,498.91,65.39,129.36,0.07
23,-1,877.41,5.72,20.48,63.11,0.07
23,-1,954.49,0.75,67.32,138.53,0.06
23,-1,480.66,496.78,50.01,62.93,0.06
23,-1,1049.22,150.69,30.24,88.52,0.06
23,-1,791.54,1.24,45.31,68.74,0.05
23,-1,862.33,1.10,32.53,69.73,0.05
24,-1,677.59,75.59,69.67,150.64,1.00
24,-1,699.73,250.15,76.40,214.62,0.98
24,-1,716.37,2.95,29.45,71.63,0.83
24,-1,864.12,1.38,29.69,67.74,0.80
24,-1,1086.34,282.43,73.11,200.90,0.77
24,-1,940.80,8.03,65.73,133.29,0.70
24,-1,1105.16,338.45,37.97,143.01,0.22
24,-1,1090.56,281.60,84.13,116.91,0.21
24,-1,943.09,23.09,45.17,115.21,0.20
24,-1,1094.23,298.17,61.41,187.86,0.14
24,-1,936.96,3.83,79.56,136.91,0.13
24,-1,1049.52,152.53,29.68,86.48,0.12
24,-1,1211.27,369.30,38.35,75.45,0.11
24,-1,991.61,3.16,31.04,119.60,0.10
24,-1,491.05,510.24,39.42,75.70,0.10
24,-1,921.88,2.45,25.92,75.58,0.09
24,-1,194.20,30.30,34.41,116.68,0.08
24,-1,484.67,494.27,63.99,127.61,0.07
24,-1,692.69,249.74,84.06,225.32,0.06
24,-1,877.66,5.63,20.71,63.93,0.06
24,-1,714.13,2.38,33.38,71.72,0.06
24,-1,480.51,497.13,49.88,61.86,0.06
25,-1,677.61,74.68,68.24,151.04,1.00
25,-1,699.57,250.10,79.54,215.10,0.98
25,-1,716.94,3.95,28.14,71.56,0.87
25,-1,939.05,7.27,74.17,133.87,0.52
25,-1,866.12,0.90,27.83,63.95,0.37
25,-1,943.18,23.34,43.12,112.48,0.29
25,-1,193.80,39.95,34.82,106.18,0.13
25,-1,1208.57,368.09,39.97,69.22,0.11
25,-1,990.50,1.04,31.36,101.73,0.09
