36,2,2210.85,2.14,50.49,128.72,0.977
36,5,2456.30,0.58,48.93,73.20,0.784
37,2,2210.75,2.69,50.31,128.29,0.978
37,5,2456.51,0.19,45.43,74.65,0.723
38,2,2210.40,2.83,50.48,128.23,0.978
38,5,2455.55,0.10,45.35,74.34,0.549
39,2,2209.99,2.84,50.90,128.05,0.979
39,5,2453.20,0.03,44.92,73.63,0.549
40,2,2209.49,2.94,51.17,128.11,0.981
41,2,2209.19,3.00,51.07,127.93,0.980
42,2,2208.25,3.72,51.31,127.42,0.979
42,5,2446.25,0.81,50.61,72.95,0.839
43,2,2207.96,3.30,51.53,127.98,0.978
43,5,2445.87,0.55,48.40,71.59,0.923
44,2,2207.48,3.15,51.58,128.12,0.979
44,5,2443.67,0.84,43.23,68.22,0.895
45,2,2206.58,3.06,52.43,128.44,0.979
45,5,2440.58,1.34,42.94,66.86,0.789
46,2,2205.77,3.23,52.84,128.45,0.982
46,5,2438.12,0.70,44.41,66.64,0.835
47,2,2205.19,2.83,53.51,128.95,0.978
47,5,2435.62,0.23,45.81,66.21,0.627
48,2,2204.65,2.21,55.26,129.47,0.981
48,5,2433.01,0.06,48.01,66.37,0.737
49,2,2204.32,1.80,55.43,130.02,0.984
49,5,2429.34,-0.01,50.56,66.69,0.704
50,2,2203.46,1.57,55.83,130.58,0.983
50,5,2427.29,-0.08,50.13,66.09,0.704
51,2,2204.20,1.08,55.91,130.92,0.983
51,5,2427.87,-0.03,50.39,67.21,0.595
52,2,2204.00,0.98,56.11,130.97,0.983
52,5,2423.36,-0.03,54.14,67.39,0.580
53,2,2203.76,0.59,56.28,131.31,0.983
53,5,2421.47,-0.08,53.90,67.04,0.580
54,2,2203.87,1.30,55.61,131.11,0.982
54,5,2437.30,-0.03,38.28,64.88,0.761
55,2,2202.70,1.27,57.48,131.88,0.981
55,5,2439.22,-0.02,35.28,62.82,0.636
56,2,2201.76,1.36,58.44,131.73,0.983
56,5,2438.06,-0.02,36.44,63.55,0.669
57,2,2200.17,1.63,60.07,131.56,0.983
57,5,2437.45,-0.05,36.12,63.01,0.669
58,2,2199.80,1.82,59.50,131.59,0.981
58,5,2433.75,-0.02,35.61,60.16,0.548
59,2,2199.56,1.80,59.38,131.70,0.977
59,5,2432.87,-0.04,35.14,59.37,0.548
60,2,2198.85,1.61,60.35,132.08,0.977
61,2,2198.99,0.88,60.90,132.65,0.978
62,2,2197.90,0.56,62.14,133.14,0.975
63,2,2197.14,0.46,63.37,134.29,0.971
64,2,2195.62,0.74,64.80,134.23,0.968
65,2,2192.54,1.15,67.82,135.11,0.967
66,2,2190.43,0.90,68.71,135.40,0.964
67,2,2187.71,1.03,72.17,136.35,0.965
68,2,2184.96,1.12,74.28,136.49,0.958
69,2,2182.83,0.85,75.82,136.53,0.952
70,2,2183.04,0.45,75.10,136.16,0.956
71,2,2182.51,0.63,74.48,134.71,0.940
72,2,2179.42,0.62,77.67,135.17,0.962
73,2,2178.28,0.95,78.03,133.82,0.957
74,2,2177.96,0.88,77.88,134.07,0.969
75,2,2177.26,0.76,78.96,134.82,0.975
76,2,2177.12,0.40,79.51,136.21,0.976
77,2,2176.16,0.78,79.41,134.53,0.972
78,2,2175.26,1.07,79.16,132.88,0.969
79,2,2172.87,0.97,80.47,132.85,0.973
80,2,2171.08,0.96,81.37,132.74,0.971
81,2,2167.86,1.17,83.92,132.15,0.965
82,2,2164.66,1.30,86.06,131.67,0.963
83,2,2164.04,1.45,85.38,131.28,0.962
84,2,2159.81,1.36,88.68,131.77,0.965
85,2,2158.37,1.21,90.01,132.68,0.970
86,2,2154.85,1.10,92.03,132.92,0.964
87,2,2153.10,0.93,93.85,134.22,0.964
88,2,2150.27,0.76,96.26,135.38,0.967
89,2,2150.84,0.60,96.38,136.34,0.967
90,2,2150.94,0.51,97.05,136.86,0.969
91,2,2151.65,0.39,97.03,137.13,0.971
92,2,2151.50,0.11,98.89,137.65,0.973
93,2,2149.81,0.31,102.93,137.78,0.969
94,2,2150.40,0.21,100.82,137.41,0.959
95,2,2149.13,0.15,98.52,137.35,0.958
96,2,2149.93,0.21,94.84,137.56,0.950
97,2,2149.53,0.51,101.51,137.70,0.927
98,2,2155.02,0.46,87.66,138.29,0.879
99,2,2150.18,0.24,85.66,138.61,0.886
100,2,2148.48,0.64,74.60,139.18,0.937
101,2,2141.91,0.94,75.00,140.20,0.948
102,2,2142.49,0.80,70.25,141.93,0.957
103,2,2143.80,0.37,70.85,142.57,0.956
104,2,2145.70,0.50,68.84,143.76,0.962
105,2,2144.75,0.59,67.80,143.83,0.978
106,2,2143.41,0.33,67.57,144.41,0.979
107,2,2141.90,0.11,67.39,145.05,0.982
108,2,2140.64,0.02,67.78,146.56,0.984
109,2,2137.67,-0.01,70.60,147.51,0.983
110,2,2136.14,-0.02,71.72,147.80,0.980
111,2,2133.54,-0.02,72.23,148.92,0.977
112,2,2131.87,-0.02,73.36,149.55,0.980
113,2,2130.51,-0.02,73.23,148.99,0.972
114,2,2127.39,-0.02,74.03,149.24,0.958
115,2,2126.63,0.03,73.30,149.22,0.960
116,2,2123.09,0.02,74.79,150.22,0.959
117,2,2125.02,0.06,72.68,150.68,0.961
118,2,2124.65,0.19,72.24,150.15,0.968
119,2,2123.73,0.07,73.82,150.92,0.969
120,2,2123.70,0.02,74.17,151.12,0.969
121,2,2127.04,0.00,70.39,150.80,0.963
122,2,2128.14,-0.00,71.15,151.96,0.958
123,2,2129.55,0.03,73.75,152.30,0.956
124,2,2129.75,0.10,74.71,152.81,0.959
125,2,2129.51,0.15,77.03,153.16,0.960
126,2,2128.41,0.05,76.26,153.27,0.961
127,2,2126.28,0.20,77.63,152.80,0.954
128,2,2125.30,0.25,77.60,152.11,0.956
129,2,2124.88,0.34,78.13,150.64,0.967
130,2,2124.47,0.65,78.52,149.77,0.966
131,2,2123.88,0.79,78.62,149.73,0.962
132,2,2124.21,0.65,78.75,149.69,0.961
133,2,2128.01,0.94,75.69,149.04,0.960
134,2,2128.61,1.05,73.79,148.73,0.960
135,2,2128.20,0.87,75.49,148.71,0.960
136,2,2128.36,0.89,77.07,148.42,0.962
137,2,2128.69,0.99,77.79,148.32,0.964
138,2,2128.75,1.01,79.39,147.99,0.961
139,2,2129.21,1.13,80.37,148.10,0.960
140,2,2128.88,1.24,79.16,148.14,0.956
141,2,2128.03,1.36,79.04,148.28,0.956
142,2,2127.78,1.35,78.85,148.17,0.953
143,2,2127.75,1.26,78.02,148.44,0.955
144,2,2127.10,1.27,78.44,148.91,0.955
145,2,2126.77,0.99,77.82,149.71,0.952
146,2,2125.72,0.70,77.95,150.48,0.944
147,2,2125.82,0.57,78.13,150.73,0.945
148,2,2124.86,0.49,78.64,151.26,0.927
148,10,450.25,0.94,61.13,87.63,0.916
149,2,2123.29,0.72,74.30,151.22,0.919
149,10,449.82,1.04,64.61,88.58,0.904
149,11,345.13,0.54,91.85,88.03,0.850
150,2,2123.50,0.75,71.55,152.11,0.932
150,10,448.90,0.89,67.60,88.53,0.914
150,11,354.31,0.23,79.92,87.83,0.867
151,2,2122.08,0.54,72.27,151.69,0.910
151,10,453.51,0.92,66.36,89.10,0.880
151,11,356.74,0.21,85.23,88.44,0.841
152,2,2120.14,0.18,70.95,152.35,0.929
152,10,455.87,0.97,65.84,88.37,0.811
152,11,359.68,1.61,78.20,85.26,0.859
153,2,2117.08,0.13,74.62,153.28,0.930
153,10,461.14,2.53,65.55,86.37,0.818
153,11,359.33,2.54,80.61,85.83,0.853
154,2,2121.75,0.49,74.56,154.25,0.934
154,10,461.91,2.21,57.40,84.96,0.893
154,11,357.38,3.32,74.92,86.29,0.905
155,2,2120.34,0.30,80.20,154.95,0.917
155,10,462.53,2.45,51.38,84.36,0.864
155,11,355.54,2.63,79.19,89.82,0.906
156,2,2121.79,0.75,78.87,154.12,0.898
156,10,462.05,2.73,53.81,84.06,0.884
156,11,351.97,2.36,89.80,92.31,0.905
157,2,2125.35,1.17,80.66,153.61,0.925
157,10,461.14,2.10,52.36,82.62,0.827
157,11,349.66,1.14,92.07,94.96,0.920
158,2,2126.42,1.55,80.74,152.34,0.921
158,10,458.35,1.02,59.93,82.74,0.851
158,11,348.50,0.67,92.42,97.14,0.936
159,2,2127.02,1.02,80.66,154.01,0.947
159,10,459.16,0.95,57.54,80.77,0.807
159,11,347.63,0.50,92.45,97.92,0.932
160,2,2127.51,0.97,80.57,155.10,0.952
160,10,458.92,1.08,66.37,82.07,0.751
160,11,348.39,0.47,92.42,101.41,0.958
160,13,697.64,3.75,65.69,83.21,0.893
161,2,2127.83,1.24,80.22,155.33,0.954
161,10,473.27,1.55,51.36,82.52,0.747
161,11,349.31,1.20,92.42,110.83,0.961
161,13,700.17,3.80,66.20,88.25,0.876
161,14,671.46,0.20,42.84,86.72,0.851
162,2,2128.35,1.41,78.77,154.98,0.952
162,10,470.61,1.74,49.07,83.15,0.755
162,11,347.53,2.12,96.59,111.26,0.946
162,13,696.54,2.95,80.18,89.77,0.909
162,14,673.19,1.37,46.08,90.88,0.699
162,16,460.56,1.58,32.22,83.33,0.901
163,2,2128.99,1.91,76.42,153.83,0.950
163,10,471.84,2.05,59.15,82.20,0.557
163,11,347.07,2.76,97.59,105.01,0.924
163,13,688.84,2.48,94.81,93.56,0.929
163,14,674.40,1.79,47.78,94.22,0.699
163,16,462.35,1.74,35.46,84.07,0.850
164,2,2129.51,1.95,75.81,154.52,0.954
164,10,488.33,1.67,61.19,90.60,0.924
164,11,347.21,2.15,96.59,106.41,0.930
164,13,685.08,1.84,103.29,99.85,0.940
164,16,465.44,1.22,38.13,84.93,0.842
165,2,2128.43,1.84,76.73,155.20,0.950
165,10,495.58,1.01,64.94,99.55,0.874
165,11,346.33,1.26,97.99,107.40,0.938
165,13,682.35,1.38,112.83,107.15,0.970
165,16,468.36,1.66,35.53,86.31,0.641
166,2,2127.95,1.72,77.11,156.42,0.955
166,10,500.21,1.26,66.06,102.76,0.884
166,11,346.38,0.72,99.63,114.47,0.943
166,13,681.91,1.25,119.23,112.75,0.978
166,16,470.56,1.71,35.86,87.11,0.641
167,2,2127.44,1.63,77.62,157.67,0.957
167,10,504.22,2.60,66.16,100.65,0.831
167,11,345.80,0.61,101.04,116.82,0.938
167,13,682.96,1.00,120.73,119.21,0.984
168,2,2126.75,2.76,78.02,157.61,0.961
168,10,508.53,4.93,66.58,100.58,0.813
168,11,344.23,0.21,104.17,121.87,0.968
168,13,685.30,1.36,117.04,124.62,0.986
169,2,2126.84,4.37,77.31,155.84,0.950
169,10,513.91,5.27,63.77,105.51,0.806
169,11,344.45,0.29,102.13,141.07,0.974
169,13,687.21,1.74,116.54,128.95,0.989
170,2,2127.18,4.49,76.63,156.12,0.961
170,10,519.33,5.51,59.11,101.23,0.805
170,11,342.18,0.39,106.72,136.13,0.949
170,13,689.47,1.69,115.77,134.94,0.990
171,2,2128.11,2.92,75.79,157.02,0.973
171,10,523.16,3.57,60.53,103.22,0.841
171,11,335.26,0.68,117.81,108.12,0.968
171,13,692.70,0.98,114.14,140.67,0.987
172,2,2126.68,2.06,77.57,158.87,0.962
172,10,526.77,5.37,62.10,106.47,0.831
172,11,338.79,0.90,109.31,96.63,0.964
172,13,697.29,0.29,111.92,146.46,0.992
172,16,492.44,1.50,42.95,97.73,0.823
173,2,2126.12,2.31,76.97,159.12,0.976
173,10,526.39,3.68,67.02,100.20,0.819
173,11,340.52,0.83,103.98,92.62,0.969
173,13,699.03,0.02,114.19,151.95,0.989
173,16,495.60,1.45,43.20,101.00,0.572
174,2,2123.75,2.38,77.98,159.12,0.971
174,10,531.01,3.16,67.15,100.47,0.788
174,11,341.13,1.12,101.78,92.24,0.910
174,13,700.43,-0.09,104.76,159.81,0.990
174,16,499.23,2.31,43.94,107.10,0.777
175,2,2122.76,2.36,78.80,159.01,0.971
175,10,537.60,3.77,62.08,101.21,0.835
175,11,341.50,1.14,100.56,91.10,0.910
175,13,698.77,-0.12,111.12,166.60,0.993
175,16,501.55,1.69,44.96,110.15,0.843
176,2,2123.40,2.87,78.94,158.30,0.967
176,10,542.81,4.40,58.22,101.09,0.753
176,13,699.19,-0.12,116.52,173.37,0.993
176,16,502.50,1.39,49.55,114.51,0.755
176,17,339.64,-1.01,108.96,183.82,0.965
177,2,2124.20,2.62,75.03,157.80,0.961
177,10,542.79,4.50,69.27,106.24,0.730
177,13,703.04,0.61,114.35,177.69,0.993
177,16,503.69,2.06,52.81,117.55,0.515
177,17,339.84,-2.09,108.98,187.75,0.982
178,2,2124.62,3.03,73.06,157.48,0.964
178,10,526.78,3.45,101.89,120.62,0.782
178,13,702.60,1.48,115.76,183.19,0.992
178,16,511.52,3.73,50.35,126.85,0.807
178,17,340.79,0.53,108.12,190.27,0.973
179,2,2124.47,2.78,71.49,158.38,0.965
179,10,541.93,3.50,90.81,116.60,0.813
179,13,702.30,2.80,117.56,187.86,0.995
179,16,516.69,4.56,49.89,128.55,0.843
179,17,342.34,3.52,108.84,195.00,0.989
180,2,2125.47,7.36,69.17,153.85,0.953
180,10,531.48,2.90,112.38,126.99,0.870
180,13,700.71,3.91,121.65,195.34,0.995
180,16,519.89,4.80,51.00,131.43,0.843
180,17,342.21,7.65,111.67,200.65,0.989
181,2,2125.61,11.22,65.94,149.51,0.945
181,10,543.09,3.84,104.55,130.31,0.795
181,13,700.71,4.46,124.06,201.60,0.993
181,16,523.95,7.12,49.58,132.07,0.858
181,17,340.59,12.36,114.51,200.17,0.990
182,2,2126.66,20.27,63.72,139.94,0.927
182,10,552.09,3.97,91.08,133.57,0.865
182,13,700.47,6.76,126.10,204.95,0.994
182,16,527.13,8.09,50.74,131.79,0.695
182,17,340.59,16.43,113.00,196.43,0.976
183,2,2127.85,27.98,60.40,132.39,0.929
183,10,543.52,1.90,101.07,146.50,0.931
183,13,700.67,11.34,128.63,208.94,0.995
183,16,530.39,8.56,51.67,134.23,0.695
183,17,343.27,21.02,109.87,191.56,0.959
184,2,2127.47,26.43,60.24,134.19,0.932
184,10,544.42,1.43,102.06,151.34,0.936
184,13,701.72,15.20,128.29,211.32,0.995
184,17,340.76,27.15,113.28,196.67,0.978
185,2,2129.51,31.65,57.24,128.48,0.937
185,10,545.29,3.02,116.23,153.54,0.915
185,13,700.14,20.15,129.23,214.26,0.996
185,17,340.11,32.60,114.53,203.66,0.964
186,2,2128.05,28.69,58.60,131.47,0.910
186,10,552.54,4.18,103.11,157.54,0.895
186,13,699.50,24.91,129.84,215.94,0.997
186,17,340.90,38.25,114.61,204.59,0.979
187,2,2129.94,31.02,55.72,128.88,0.926
187,10,555.30,6.08,104.04,160.63,0.929
187,13,699.44,29.67,129.87,215.92,0.996
187,17,342.71,49.63,113.80,198.26,0.975
188,2,2131.49,35.55,52.96,123.79,0.938
188,10,559.49,10.03,106.78,165.85,0.875
188,13,699.53,34.70,130.67,218.82,0.995
188,17,341.77,58.19,115.54,191.50,0.973
189,2,2128.86,39.56,54.20,119.56,0.917
189,10,561.44,13.10,108.92,167.45,0.954
189,13,699.70,40.96,133.93,219.72,0.993
189,17,341.94,60.86,115.61,196.46,0.985
190,2,2127.24,39.20,54.78,119.78,0.931
190,10,563.87,16.81,107.95,164.39,0.912
190,13,701.76,46.40,124.82,223.91,0.994
190,17,340.93,64.99,117.62,198.76,0.991
191,2,2125.41,33.29,56.74,126.35,0.941
191,10,568.41,18.73,108.91,169.64,0.940
191,13,703.12,52.50,118.97,223.06,0.993
191,17,337.54,73.82,120.41,198.35,0.994
192,2,2122.75,23.16,59.55,137.20,0.934
192,10,573.10,21.43,109.52,168.83,0.820
192,13,703.01,58.21,119.03,222.19,0.992
192,17,336.16,76.94,121.41,198.78,0.993
193,2,2123.39,17.70,57.92,142.88,0.943
193,10,572.54,25.80,128.52,167.19,0.816
193,13,700.26,66.04,125.54,223.39,0.988
193,17,335.81,77.82,121.03,204.63,0.991
194,2,2122.70,18.98,57.04,141.72,0.935
194,10,577.80,21.61,126.23,176.65,0.877
194,13,698.71,70.34,127.84,229.28,0.992
194,17,333.72,80.92,123.79,208.15,0.994
195,2,2120.24,20.56,57.19,140.52,0.941
195,10,580.93,23.53,115.42,179.61,0.894
195,13,697.69,75.69,129.55,230.91,0.992
195,17,331.69,85.76,126.07,211.46,0.991
196,2,2122.08,23.83,53.41,137.80,0.892
196,10,587.46,29.87,107.49,183.00,0.825
196,13,697.88,79.78,130.39,233.54,0.989
196,17,329.59,87.96,128.73,215.02,0.995
197,2,2118.94,19.55,54.83,142.57,0.825
197,10,589.96,37.60,107.55,186.39,0.901
197,13,698.72,86.59,125.97,232.26,0.972
197,17,330.62,90.18,127.94,219.46,0.995
198,2,2110.20,15.17,62.71,149.47,0.829
198,10,593.14,27.46,113.42,208.85,0.723
198,13,695.73,95.90,128.16,231.45,0.959
198,17,331.35,94.47,126.91,222.16,0.996
198,18,512.91,0.49,56.75,90.23,0.874
199,2,2114.39,22.61,56.94,140.61,0.812
199,10,597.20,44.09,113.71,189.30,0.612
199,13,692.43,105.49,133.49,228.86,0.980
199,17,327.22,98.76,131.71,226.16,0.998
199,18,516.30,0.42,55.03,96.64,0.764
200,2,2107.38,21.38,63.57,142.43,0.762
200,10,600.05,46.43,115.36,192.16,0.612
200,13,692.17,111.58,133.03,229.04,0.985
200,17,324.65,103.05,133.83,230.46,0.997
200,18,518.77,1.29,56.81,101.64,0.787
201,2,2109.58,22.48,61.78,140.88,0.829
201,13,692.07,115.92,134.47,228.27,0.977
201,17,323.20,107.76,133.61,228.22,0.996
201,18,521.07,3.59,56.44,101.75,0.865
201,19,495.72,0.81,36.91,86.81,0.880
201,20,613.36,64.15,81.64,78.05,0.582
202,2,2105.28,13.60,64.43,151.02,0.767
202,13,699.02,120.51,121.14,235.27,0.956
202,17,321.92,112.35,133.70,225.85,0.996
202,18,522.54,6.86,56.87,100.81,0.683
202,19,498.19,0.77,39.03,93.33,0.900
202,20,627.91,70.25,74.17,76.04,0.687
203,2,2104.59,10.85,65.02,156.22,0.777
203,13,689.69,123.92,131.46,241.14,0.974
203,17,321.07,117.62,133.82,221.92,0.996
203,18,524.00,7.89,58.04,102.89,0.683
203,19,500.07,1.45,41.90,96.32,0.670
203,20,634.40,73.89,74.12,78.41,0.714
204,2,2103.00,13.54,64.57,154.53,0.634
204,13,680.99,133.39,139.70,238.70,0.983
204,17,319.87,123.81,134.63,227.55,0.997
204,19,503.30,2.87,43.41,101.75,0.692
204,20,630.17,77.32,84.63,81.47,0.551
205,2,2105.12,13.57,60.86,155.00,0.666
205,13,682.54,141.75,133.23,235.35,0.984
205,17,317.73,130.18,136.07,229.78,0.997
205,19,505.55,2.23,51.53,107.42,0.820
205,20,632.10,81.96,80.58,81.08,0.692
206,2,2105.44,12.94,60.44,157.55,0.672
206,13,672.33,147.29,141.06,241.00,0.985
206,17,315.13,135.42,138.20,230.55,0.997
206,19,507.97,1.45,58.46,115.23,0.929
206,20,636.00,85.94,80.81,81.30,0.692
207,2,2114.55,20.56,49.38,149.05,0.654
207,10,627.37,80.39,135.74,201.13,0.631
207,13,665.26,156.76,146.77,239.60,0.990
207,17,312.54,141.45,140.13,228.91,0.997
207,19,511.03,0.78,67.39,121.89,0.906
208,2,2107.90,25.83,56.31,145.62,0.631
208,10,630.62,84.50,136.41,201.03,0.703
208,13,663.39,166.10,146.52,233.67,0.989
208,17,310.13,146.76,140.88,231.18,0.997
208,19,516.15,1.37,76.27,129.19,0.959
209,2,2108.05,14.11,57.79,157.65,0.663
209,10,629.07,85.64,145.49,197.32,0.603
209,13,659.48,175.74,149.19,226.08,0.988
209,17,308.67,151.78,139.76,235.32,0.997
209,19,520.87,1.82,75.56,134.35,0.928
210,2,2107.27,13.38,58.13,159.03,0.663
210,10,629.69,53.21,146.76,232.93,0.746
210,13,658.71,181.68,146.59,229.45,0.975
210,17,308.04,157.06,138.76,237.90,0.998
210,19,523.21,2.06,67.95,137.26,0.949
211,2,2100.94,23.48,60.00,148.85,0.573
211,10,629.35,59.25,148.97,239.03,0.834
211,13,647.18,183.27,152.70,240.02,0.981
211,17,306.00,162.42,139.30,237.00,0.997
211,19,525.12,2.63,70.55,142.43,0.965
211,21,401.16,0.62,87.30,87.68,0.819
212,2,2101.49,29.24,56.28,142.72,0.683
212,10,626.39,87.70,152.12,211.73,0.914
212,13,639.53,195.77,152.11,236.91,0.989
212,17,302.86,168.58,140.79,234.10,0.998
212,19,530.92,3.69,50.32,145.82,0.957
212,21,418.71,0.78,64.76,88.21,0.841
213,2,2101.81,32.76,54.12,138.70,0.688
213,10,632.95,100.51,141.74,205.14,0.873
213,13,635.06,203.37,141.50,238.93,0.983
213,17,301.13,173.40,139.04,233.44,0.998
213,19,528.82,3.56,97.77,153.83,0.922
213,21,421.33,2.32,60.84,86.27,0.805
214,2,2100.47,33.36,54.96,139.63,0.666
214,10,635.33,104.69,135.79,207.86,0.827
214,13,635.94,208.90,133.89,238.68,0.978
214,17,299.90,178.00,137.70,239.61,0.998
214,19,532.77,2.99,112.03,161.07,0.982
214,21,410.24,2.55,72.34,85.69,0.747
215,2,2101.59,30.74,53.03,140.63,0.717
215,10,636.54,113.27,128.43,208.53,0.648
215,13,619.55,214.15,151.17,246.67,0.988
215,17,294.28,182.08,142.68,244.13,0.998
215,19,538.44,3.14,118.29,166.61,0.939
215,21,410.53,2.17,77.63,84.90,0.573
216,2,2101.75,31.40,52.37,138.54,0.735
216,10,635.91,122.94,135.21,199.45,0.703
216,13,611.11,221.36,156.22,258.20,0.986
216,17,290.20,187.20,143.98,246.13,0.999
216,19,541.16,2.36,126.89,172.95,0.957
216,21,411.60,1.88,79.23,85.49,0.750
217,2,2100.85,35.80,51.95,135.13,0.839
217,10,638.83,122.06,136.51,205.02,0.541
217,13,609.59,232.09,154.94,251.44,0.986
217,17,285.79,191.75,146.30,246.53,0.998
217,19,544.43,2.02,134.85,178.15,0.930
217,21,412.87,2.00,78.94,85.16,0.750
218,2,2101.26,49.19,49.57,123.63,0.741
218,10,640.84,126.25,137.07,205.87,0.541
218,13,605.14,239.99,150.70,249.06,0.968
218,17,281.75,197.21,148.20,246.59,0.998
218,19,546.34,1.67,134.07,186.03,0.941
219,2,2101.78,48.76,46.86,124.21,0.836
219,13,610.91,245.88,137.78,244.83,0.967
219,17,278.49,202.11,148.65,250.83,0.998
219,19,558.65,3.91,89.66,190.81,0.793
220,2,2101.43,45.34,45.94,129.04,0.768
220,13,594.19,252.41,145.67,251.06,0.978
220,17,275.71,206.90,148.55,252.71,0.999
220,19,559.64,5.06,72.46,192.26,0.863
221,2,2100.07,50.60,45.93,124.16,0.801
221,13,586.52,261.42,150.82,256.01,0.979
221,17,273.51,210.87,147.85,255.62,0.999
221,19,563.23,21.83,81.49,181.99,0.646
222,2,2100.71,55.59,43.98,119.96,0.706
222,13,574.53,268.18,163.58,263.58,0.979
222,17,272.68,215.31,145.82,252.47,0.998
222,19,566.02,36.89,86.28,173.14,0.745
223,2,2104.16,57.39,39.49,118.04,0.807
223,13,561.20,274.37,167.82,269.86,0.982
223,17,269.35,218.96,146.18,252.49,0.998
223,19,571.56,46.57,62.41,167.21,0.662
224,2,2104.95,59.94,38.30,117.68,0.908
224,13,563.36,280.29,149.49,275.07,0.979
224,17,268.70,224.06,142.68,253.82,0.999
224,19,575.30,54.70,47.94,162.92,0.637
225,2,2102.95,58.20,38.66,122.22,0.874
225,13,549.28,290.38,157.52,272.59,0.975
225,17,261.83,228.09,147.22,254.70,0.998
225,19,575.03,68.38,78.55,155.30,0.611
226,2,2102.12,57.42,38.61,124.39,0.900
226,13,541.41,296.82,160.38,276.83,0.987
226,17,257.78,233.60,148.09,257.80,0.998
226,19,578.61,73.72,78.55,155.31,0.611
227,2,2101.17,57.72,39.29,125.42,0.869
